article_id,company_id,nbocc,note_haiku,note_gemini,note_llama3,note_mistral,note_queen,justification_haiku,justification_gemini,note_humaine
12085,19,2,1,0,1,1,1,La phrase mentionnant Sanofi ('Sanofi : Sanofi prévient d'un retard dans une décision de la FDA pour …') est tronquée et incomplète. Aucun fait concret spécifique à Sanofi ne peut être identifié à partir du texte fourni. Il s'agit d'une simple mention/titre sans détail substantiel permettant d'évaluer le caractère positif ou négatif de l'information.,"Sanofi prévient d'un retard dans une décision de la FDA, ce qui constitue un fait concret négatif pour l'entreprise.",
9325,2,3,1,2,2,1,2,"L'article mentionne Airbus mais ne contient aucun fait concret spécifique positif ou négatif. Il s'agit d'une opinion d'analyste (Oddo BHF maintient sa note 'surperformance' et son objectif de cours) sans annonce de résultats, contrat, ou événement factuel. Les problèmes de qualité sur les panneaux de fuselage sont mentionnés mais présentés comme un contexte général sans impact chiffré. Les projections futures (TMVA, FCF) sont des estimations, pas des faits concrets réalisés. Le sentiment global est positif mais sans fondement factuel concret justifiant une note POSITIVE.","L'analyste Oddo BHF réitère son opinion 'surperformance' et son objectif de cours de 236 euros sur Airbus, et table sur un solide profil de croissance avec un TMVA 2024-28 des BPA de 24% et un FCF cumulé de 28 MdsEUR, considérant que le recul du titre est 'exagéré' malgré des problèmes de qualité.",
9452,33,6,1,2,2,2,2,"L'article mentionne la finalisation du Shareplan 2025 d'AXA avec une participation de 42 000 collaborateurs et une souscription de 435 millions d'euros. Bien que ces informations soient factuelles et spécifiques à AXA, elles ne constituent ni une bonne nouvelle concrète (pas de hausse de résultat, contrat gagné, ou relèvement d'objectif) ni une mauvaise nouvelle concrète (pas de baisse, perte, amende ou dégradation). Il s'agit d'une annonce opérationnelle neutre concernant un programme d'actionnariat salarié, sans impact positif ou négatif clairement identifiable pour la performance ou la situation financière de l'entreprise.","L'article mentionne qu'AXA ""a annoncé avoir finalisé avec succès son offre d'actionnariat salarié"" et que ""la souscription totale au Shareplan 2025 s'élève à environ 435 millions d'euros"", ce qui constitue un fait concret positif spécifique à l'entreprise.",
16910,19,3,1,0,1,1,1,"L'article ne contient aucun fait concret spécifique à Sanofi (résultats financiers, contrats, amendes, dégradation opérationnelle, etc.). Il s'agit uniquement d'une analyse technique de cours boursier mentionnant des niveaux de support et des scénarios de prix. Ces mouvements de prix sont des phénomènes de marché généraux, non des faits concrets positifs ou négatifs propres à l'entreprise. Absence de fait concret → NEUTRAL.","L'article indique que ""Sanofi menace de casser le support des 80E"", ce qui est un fait concret d'analyse technique préfigurant une potentielle baisse du cours de l'action, et mentionne une ""rechute vers 79E puis 77,5E"" si ce support n'est pas préservé.",
9301,5,4,1,2,2,1,1,"BNP Paribas est mentionné une seule fois dans l'article : 'le secteur bancaire reste largement en tête avec +2,2% pour Société Générale et BNP Paribas'. Il s'agit d'une simple citation factuelle d'une hausse de cours (+2,2%), mais sans aucun fait concret spécifique à l'entreprise (pas de résultat, contrat, annonce, dégradation ou amélioration propre à BNP Paribas). C'est un mouvement de marché général du secteur bancaire, non une information spécifique à BNP Paribas ACT.A. Absence de fait concret positif ou négatif → NEUTRAL.","BNP Paribas est mentionné avec une hausse de +2,2%, ce qui est un fait concret et positif pour l'entreprise.",
5357,21,4,1,2,2,1,2,"Capgemini est mentionné une seule fois dans l'article : 'Capgemini (+2,5%) complète le podium du jour'. Cette mention rapporte uniquement une hausse de cours de +2,5% dans un contexte de marché global positif (CAC 40 en hausse de 1,04%). Il n'y a aucun fait concret spécifique à Capgemini (pas de contrat annoncé, pas de résultat, pas de décision d'analyste, pas d'événement corporate). La hausse du cours est un simple mouvement de marché général sans information fondamentale propre à l'entreprise. Absence de fait concret positif ou négatif = NEUTRAL.","La phrase identifiée est : 'Capgemini (+2,5%) complète le podium du jour.' La hausse de 2,5% du cours de l'action est un fait concret et spécifique à Capgemini, constituant une bonne nouvelle pour l'entreprise et ses actionnaires, et la plaçant parmi les meilleures performances du jour.",
279,24,2,1,2,2,1,1,"Thales est mentionné une seule fois : 'Thales (+3,4%)'. Cette mention est purement factuelle et reflète un mouvement de cours boursier dans un contexte de hausse générale du CAC 40. Il n'y a aucun fait concret spécifique à Thales (contrat, résultat, annonce, dégradation, etc.). La hausse de 3,4% est un simple mouvement de marché sans information fondamentale propre à l'entreprise. Absence de fait concret positif ou négatif → NEUTRAL.","Thales a enregistré une hausse de 3,4% de son cours de bourse, ce qui est un fait concret et spécifique de bonne nouvelle pour l'entreprise.",
22238,15,6,1,0,1,1,1,"L'article mentionne TOTALENERGIES à plusieurs reprises, mais uniquement dans un contexte comparatif avec d'autres majors pétrolières (BP, Shell, Equinor). Les faits concrets concernant TOTALENERGIES sont : (1) réduction des rachats d'actions de 2 milliards à 1,5 milliard de dollars au Q4, (2) prévision de rachats entre 750 millions et 1,5 milliard de dollars par trimestre en 2026, (3) ratio de gearing de 17,3% à fin septembre. Ces informations ne constituent ni une bonne nouvelle (pas de hausse de résultats, pas de contrat gagné, pas de relèvement d'objectif) ni une mauvaise nouvelle (pas de baisse spécifique, pas d'amende, pas de dégradation). Il s'agit d'une simple citation factuelle dans un contexte de comparaison sectorielle, sans signal positif ou négatif concret spécifique à TOTALENERGIES.","TotalEnergies ""a apporté un coup de canif à sa politique de retour à l'actionnaire dès septembre dernier, de sorte à freiner la hausse de son endettement"" et ""a réduit la voilure à 1,5 milliard de dollars"" pour ses rachats de titres au quatrième trimestre, avec une prévision de réduction supplémentaire pour 2026. Ces faits concrets de réduction des retours aux actionnaires en raison de l'endettement constituent une mauvaise nouvelle spécifique à l'entreprise.",
28531,2,12,1,2,1,1,1,"L'article contient plusieurs mentions d'Airbus mais aucun fait concret positif ou négatif spécifique à l'entreprise. Les éléments présents sont : (1) une baisse de cours de 15,3% depuis le début de l'année - mouvement de marché général, non une mauvaise nouvelle opérationnelle ; (2) des perspectives 2026 décevantes annoncées le 19 février - déjà intégrées au marché et analysées rétrospectivement ; (3) des révisions d'analystes (Barclays en surpondération, Citi relevé à l'achat, Jefferies en conserver) - ce sont des opinions d'analystes, pas des faits concrets sur Airbus lui-même. L'article analyse les perspectives à long terme et les craintes des investisseurs sans annoncer de nouvel événement concret (contrat, résultat, amende, etc.). Les signaux positifs (perspectives 2028-2030, divisions défense/hélicoptères) et négatifs (retards de livraisons, problèmes Pratt & Whitney) s'annulent mutuellement dans une analyse équilibrée.","Citi a relevé son opinion à l'achat sur Airbus, contre 'neutre' précédemment, et Barclays a réitéré son conseil à 'surpondérer' avec un objectif de cours à 220 euros, soulignant un potentiel de 30% et prévoyant une progression du résultat opérationnel de 45% entre 2026 et 2028.",
20854,5,5,1,2,1,1,1,"L'article mentionne 'Bnp Paribas' dans une liste de valeurs ayant atteint leur plus haut niveau de valorisation sur 5 ans (cours de 93,69€, variation +122,94%). Cependant, il s'agit d'une simple citation factuelle dans un tableau de données de marché sans aucune information spécifique, concrète ou nouvelle concernant BNP PARIBAS ACT.A (pas d'annonce de résultats, de contrat, de décision stratégique, etc.). C'est un mouvement de marché général documenté, pas une nouvelle spécifique à l'entreprise.","L'article mentionne que 'Bnp Paribas' a atteint son 'plus haut niveau de valorisation sur une période de 5 ans' lors de la séance du mardi 3 février 2026, ce qui est un fait concret et positif pour l'action.",
24104,2,3,1,0,2,1,1,"Les phrases concernant Airbus mentionnent des ajustements de cibles de cours par des analystes (Deutsche Bank : 226€ au lieu de 250€ ; Royal Bank of Canada : 225€ au lieu de 235€), avec maintien des recommandations d'achat/surperformance. Ces ajustements représentent des baisses de cibles, mais sans contexte explicatif (révision de résultats, perte de contrat, etc.). Il s'agit de simples mouvements de recommandations d'analystes sans fait concret positif ou négatif spécifique à la performance ou à la situation d'Airbus. Aucun élément factuel substantiel (résultat, contrat, amende, etc.) n'est identifiable.",Deutsche Bank ajuste sa cible à 226 euros contre 250 euros et Royal Bank of Canada abaisse son objectif de cours à 225 euros contre 235 euros. Ces baisses d'objectifs de cours sont des faits concrets négatifs pour Airbus.,
19967,12,3,1,2,2,2,2,"Schneider Electric est mentionné comme bénéficiant d'une 'lecture croisée positive' (readacross) suite aux excellents résultats d'ABB, son comparable boursier. L'action monte de 3,6%. Cependant, il n'existe AUCUN fait concret spécifique à Schneider Electric lui-même : pas de résultats publiés, pas de contrat annoncé, pas de chiffre de commandes ou de revenus. La hausse est purement mécanique, basée sur l'analogie sectorielle avec ABB. L'article précise explicitement que Schneider Electric 'communiquera ses résultats le 16 février prochain'. Il s'agit d'un mouvement de marché induit par un tiers, sans information substantielle propre à l'entreprise.","La phrase ""Schneider Electric (+3,6%)"" indique une hausse concrète et spécifique du cours de l'action de Schneider Electric, ce qui constitue une bonne nouvelle pour l'entreprise et ses actionnaires.",
2701,10,5,2,1,2,2,2,"Faits concrets positifs spécifiques à Nexans identifiés : (1) 'chiffre d'affaires en hausse' au T3 2025 ; (2) 'réaffirmation des objectifs pour 2025' avec marge d'EBITA ajustée 6-8% et cash-flow libre >600M€ ; (3) 'segments câbles haute tension et électrification continuent de tirer la croissance' ; (4) 'nettement améliorer les marges et réduire la cyclicité du groupe' sous la direction de Christopher Guérin ; (5) 'résultats ont été assez bien accueillis par le marché'. Ces éléments constituent des bonnes nouvelles concrètes et spécifiques à l'entreprise, malgré les préoccupations techniques et défis mentionnés par ailleurs.","L'article mentionne des faits concrets positifs tels que ""Nexans a publié un chiffre d’affaires en hausse"" et que le recentrage ""a permis de nettement améliorer les marges"". Cependant, il présente également des faits concrets négatifs concernant le comportement de l'action et sa valorisation, comme ""la valorisation devient plus exigeante, laissant entrevoir un potentiel plus mesuré à court terme"" et ""Nexans corrige depuis plusieurs semaines à l'intérieur d'un canal baissier"". La présence simultanée de ces signaux concrets positifs (performance financière) et négatifs (valorisation et analyse technique du titre) conduit à un sentiment NEUTRAL, car ils s'annulent mutuellement dans l'évaluation globale.",
14260,1,2,2,1,2,1,1,"Fait concret positif spécifique à Air Liquide identifié. L'article cite Frédéric Rozier (spécialiste de marché chez Mirabaud) affirmant : 'Air Liquide sera un acteur important grâce à l'hydrogène et à sa capacité à développer des énergies propres, qui viendront pallier le déficit en énergies avec les besoins toujours plus énergivores de l'IA'. De plus, ChatGPT estime qu'Air Liquide conservera sa place dans le CAC 40 en 2030. Ces éléments constituent des signaux positifs concrets sur les perspectives de l'entreprise liées à des tendances structurelles (hydrogène, énergies propres, IA).","Les mentions d'Air Liquide dans l'article sont soit une simple inclusion dans une liste de prédictions pour le CAC 40 en 2030, soit une projection qualitative d'un spécialiste sur son rôle futur ('Air Liquide sera un acteur important grâce à l’hydrogène et à sa capacité à développer des énergies propres'). Aucune de ces phrases ne contient un fait concret et spécifique à Air Liquide qui soit une bonne nouvelle (hausse de résultat, contrat gagné, relèvement d'objectif, note d'analyste améliorée) ou une mauvaise nouvelle (baisse, perte, amende, dégradation).",
5599,7,20,2,1,2,2,2,"Fait concret positif spécifique à Carrefour : (1) L'action Carrefour grimpe de 1,81% le jour de l'annonce, figurant parmi les plus fortes hausses du CAC 40. (2) Arrivée de la famille Saadé au capital (4% via Carrix), actionnaire de référence de qualité. (3) Sortie ordonnée de la famille Diniz sans ABB (accelerated bookbuilding) ni décote importante, ce qui évite une dilution négative redoutée par le marché. Un analyste confirme explicitement que cette sortie 'ordonnée' justifie la progression de l'action. Ces éléments constituent des bonnes nouvelles concrètes pour Carrefour.","L'article mentionne des faits concrets positifs pour Carrefour, notamment une hausse de 1,81% de son action suite à la recomposition de son capital et l'absence d'une opération de vente accélérée (ABB) pour la sortie de la famille Diniz. Cependant, il contient également des faits concrets négatifs, citant l'analyse d'Oddo BHF selon laquelle 'la situation en France reste challenging (difficile, NDLR) et les dernières tendances au Brésil ne sont pas encourageantes (ces deux pays représentant environ 80% du résultat opérationnel du groupe…)'. Ces signaux concrets positifs et négatifs, concernant des aspects différents (mouvement de marché ponctuel vs. situation opérationnelle fondamentale), s'annulent, conduisant à un sentiment neutre.",
12393,12,3,2,1,2,2,2,"Fait concret positif spécifique à Schneider Electric : l'équipementier a annoncé jeudi avoir finalisé le rachat des 35% du capital de sa coentreprise SEIPL (Schneider Electric India Private Limited) détenu par Temasek, pour 5,5 milliards d'euros. Il s'agit d'une acquisition stratégique concrétisée, représentant une consolidation du contrôle sur une filiale importante en Inde.","L'article rapporte la finalisation du rachat des 35% du capital de leur coentreprise par Schneider Electric, un fait concret mais qui n'est pas présenté comme une bonne ou une mauvaise nouvelle spécifique (hausse de résultat, contrat gagné, relèvement d'objectif, baisse, perte, amende, etc.) dans le texte. Il s'agit d'une information factuelle sur une opération d'entreprise sans jugement de valeur explicite.",
19966,14,7,2,1,2,2,2,"Plusieurs faits concrets positifs spécifiques à STMicroelectronics sont identifiés : (1) 'la société a publié des comptes supérieurs aux attentes' au T4 2025 ; (2) revenus de 3,329 milliards de dollars en progression séquentielle de 4,5% ; (3) marge brute de 35,2% ; (4) perspectives pour Q1 2026 de 3,04 milliards de dollars 'meilleures que la saisonnalité moyenne passée de -10/11%' et 'au-dessus du consensus pré-publication à 2,92 milliards' ; (5) 'Pour la première fois depuis deux ans, UBS pense que les résultats et les perspectives livrés par STMicro devraient pousser les analystes à relever leurs prévisions' (relèvement d'objectifs attendu). Ces faits concrets constituent des bonnes nouvelles malgré le retournement boursier en fin de séance.","L'article présente des faits concrets positifs et négatifs qui s'annulent. Côté positif, STMicroelectronics a publié des résultats globalement supérieurs aux attentes pour fin 2025 et sa prévision de revenus pour le T1 2026 dépasse les anticipations des analystes. Les revenus ont progressé de 4,5% en séquentiel et les projections de revenus et de marge brute pour le T1 2026 sont meilleures que le consensus. Côté négatif, le bénéfice par action (11 cents) est bien inférieur aux attentes (25 cents) et a été 'grevé par des éléments exceptionnels liés notamment à des dépréciations et des charges de restructuration'. De plus, la prévision de revenus pour le T1 2026 traduit une baisse de 8,9% en séquentiel, et la division Automobile a été inférieure aux attentes. L'action a ouvert en hausse de plus de 5% avant de se retourner à la baisse et de reculer de 1%, illustrant cette ambivalence.",
19959,19,11,2,1,2,1,2,"Plusieurs faits concrets positifs spécifiques à Sanofi sont identifiés : (1) Dupixent a progressé de 32,2% hors effets de changes à 4,25 milliards d'euros, dépassant le consensus de 4,09 milliards ; (2) le bénéfice net par action des activités a grimpé de 16,8% à 1,53 euros, surpassant le consensus de 1,4 euro ; (3) les revenus du Q4 2025 ont affiché une croissance de 13,3% à 11,3 milliards d'euros, dépassant les attentes ; (4) Sanofi a annoncé un programme de rachat d'actions de 1 milliard d'euros. Ces résultats supérieurs aux attentes des analystes constituent des bonnes nouvelles concrètes pour l'entreprise, malgré les revers cliniques antérieurs mentionnés dans l'article.","L'article présente des faits concrets positifs significatifs pour Sanofi, tels que des résultats du quatrième trimestre supérieurs aux attentes (croissance des revenus de 13,3%, croissance du BNPA de 16,8%, ventes de Dupixent en hausse de 32,2%), l'annonce d'un programme de rachats d'actions de 1 milliard d'euros et des perspectives de croissance positive. Cependant, il mentionne également des faits concrets négatifs importants, notamment une chute de 24% de l'action sur un an, de multiples revers sur les essais cliniques, une baisse de 7,7% du résultat opérationnel, et la perspective d'un 'patent cliff' pour Dupixent qui retranchera 17,3 milliards d'euros de revenus. La coexistence de ces signaux forts et contradictoires, qui s'équilibrent dans la narration de l'article, conduit à un sentiment neutre.",
423,3,10,2,0,2,2,0,"Fait concret positif spécifique à ALSTOM : nomination de Martin Sion comme nouveau directeur général à compter d'avril 2026. L'article identifie plusieurs éléments positifs concrets : (1) fin de la gestion de Henri Poupart-Lafarge qui avait 'perdu son crédit auprès des investisseurs' ; (2) formation d'une équipe de direction cohérente avec l'arrivée du 'trio d'anciens de Safran' (Sion, Petitcolin, Delpit) décrit comme une 'dream team' appréciée du marché ; (3) expérience pertinente de Sion en management de projets complexes transférable au ferroviaire. Bien que la Bourse réagisse avec modération (+0,4%), l'article qualifie explicitement cette nomination de 'bonne nouvelle' et identifie des signaux positifs concrets pour relancer l'action en baisse de 50% depuis Bombardier.","L'article mentionne plusieurs faits concrets négatifs pour Alstom, notamment un avertissement sur résultats en octobre 2023 ayant provoqué un plongeon de l'action de 37,6%, une chute de 17,3% en mai dernier suite à des perspectives de cash décevantes, et une baisse globale de 50% de l'action depuis janvier 2021. Ces faits l'emportent sur la légère hausse de 0,4% du titre le jour de la publication ou l'appréciation positive de la nomination du nouveau DG.",
2859,13,4,2,1,0,1,0,"Fait concret positif spécifique à SOITEC : JP Morgan relève son objectif de cours à 40 euros contre 35 euros précédemment. Cette augmentation de la cible de prix (+5 euros, soit +14,3%) constitue une amélioration de la note d'analyste, ce qui est une bonne nouvelle pour l'entreprise.","La phrase concernant Soitec indique que 'JP Morgan abaisse son objectif de cours à 40 euros contre 35 euros'. Le verbe 'abaisse' (diminue) suggère une nouvelle négative, mais les chiffres (passage de 35 euros à 40 euros) indiquent une augmentation de l'objectif de cours, ce qui serait positif. Cette contradiction interne empêche d'identifier un fait concret clairement positif ou négatif, les signaux s'annulant mutuellement.",
16705,5,7,2,1,2,1,1,"Fait concret positif spécifique à BNP Paribas : l'action 'Bnp Paribas' a atteint son plus haut niveau de valorisation sur 5 ans à 87,88€ avec une variation positive de 94,32% sur cette période. Ceci constitue une bonne nouvelle objective pour l'action.","BNP PARIBAS ACT.A n'est pas mentionné directement dans l'article. L'article fait référence à 'Bnp Paribas' (la banque) et à des ETF gérés par BNP Paribas, mais aucun fait concret positif ou négatif n'est identifiable pour l'entité spécifique 'BNP PARIBAS ACT.A'.",
26613,3,3,2,1,2,2,2,"Plusieurs faits concrets positifs spécifiques à Alstom sont identifiés : (1) 'carnet de commandes record qui dépasse désormais les 100 milliards d'euros' ; (2) 'prises de commandes de 9,6 milliards d'euros, plus du double de celles enregistrées un an plus tôt et largement au-dessus des attentes du marché' ; (3) 'commandes atteignent 20 milliards d'euros, en progression organique de plus de 34%' ; (4) 'chiffre d'affaires ressort à 13,9 milliards d'euros sur la période, soit une croissance organique de 7,2%'. Ces données chiffrées constituent des bonnes nouvelles concrètes pour l'entreprise. La déception sur les objectifs de trésorerie est mentionnée mais reste secondaire face à la dynamique commerciale solide documentée.","L'article présente des faits concrets positifs pour Alstom, tels qu'un ""carnet de commandes record qui dépasse désormais les 100 milliards d’euros"", des ""prises de commandes de 9,6 milliards d’euros, plus du double de celles enregistrées un an plus tôt et largement au-dessus des attentes du marché"", une ""progression organique de plus de 34%"" des commandes sur neuf mois, et une ""croissance organique de 7,2%"" du chiffre d'affaires. Cependant, il mentionne également des faits concrets négatifs : la direction a ""maintenu ses objectifs de flux de trésorerie disponible pour l’exercice dans une fourchette de 200 à 400 millions d’euros, ce qui a déçu une partie du marché"", le titre connaît une ""correction assez importante à court terme"" et il existe un ""risque [...] de revenir flirter avec les 23€"". De plus, l'article liste des défis pour Alstom, impliquant des faiblesses actuelles, comme ""améliorer durablement la génération de flux de trésorerie disponible"" et ""accroître les marges opérationnelles"". La présence simultanée de faits concrets positifs et négatifs significatifs conduit à un sentiment global neutre.",
25178,25,6,2,0,2,2,2,"Plusieurs faits concrets positifs spécifiques à Teleperformance SE : (1) L'entreprise 'atteint l'ensemble de ses objectifs financiers 2025' dans un environnement difficile ; (2) Chiffre d'affaires de 10 209 millions d'euros avec croissance des Core Services de +2,7% à données comparables ; (3) EBITA courant de 1 485 millions d'euros avec marge de 14,8% à taux de change constants ; (4) Résultat net de 497 millions d'euros ; (5) Cash-flow net disponible record de 901 millions d'euros ; (6) Augmentation du dividende proposée à 4,50€ par action (vs 4,20€ précédemment) ; (7) Objectifs 2026-2028 ambitieux avec retour à croissance +4% à +6% et génération de 3 milliards d'euros de cash-flow cumulé. La nomination d'un expert en IA renforce également la stratégie de transformation positive.","Le groupe prévoit une croissance du chiffre d’affaires comprise entre 0 % et +2 % pour 2026, avec un premier trimestre attendu en dessous de la tendance annuelle. Le cash-flow net disponible est attendu entre 800 et 850 millions d’euros en 2026, soit une baisse par rapport aux 901 millions d'euros de 2025. De plus, des coûts de restructuration estimés entre 70 et 90 millions d’euros sont attendus en 2026 et les Services Spécialisés ont reculé de -9,3 % à données comparables en raison du non-renouvellement d’un contrat significatif.",
